,y,clusters
84014,Group 1,0
84015,Group 1,0
84016,Group 1,0
84017,Group 3,0
84018,Group 4,0
84019,Group 1,0
84020,Group 2,2
84021,Group 4,0
84022,Group 1,0
84023,Group 2,2
84024,Group 1,0
84025,Group 4,0
84026,Group 1,0
84027,Group 2,3
84028,Group 2,0
84029,Group 2,3
84030,Group 1,0
84031,Group 2,0
84032,Group 2,0
84033,Group 1,2
84034,Group 2,0
84035,Group 2,0
84036,Group 1,3
84037,Group 1,0
84038,Group 1,0
84039,Group 1,0
84040,Group 1,0
84041,Group 2,1
84042,Group 1,0
84043,Group 2,0
84044,Group 1,0
84045,Group 1,0
84046,Group 1,0
84047,Group 1,1
84048,Group 1,0
84049,Group 4,0
84050,Group 2,0
84051,Group 1,0
84052,Group 1,0
84053,Group 1,0
84054,Group 3,0
84055,Group 3,0
84056,Group 3,3
84057,Group 2,0
84058,Group 4,0
84059,Group 2,0
84060,Group 2,0
84061,Group 2,0
84062,Group 4,0
84063,Group 1,0
84064,Group 1,0
84065,Group 1,1
84066,Group 2,1
84067,Group 1,0
84068,Group 1,0
84069,Group 2,0
84070,Group 1,0
84071,Group 3,0
84072,Group 1,0
84073,Group 4,0
84074,Group 2,0
84075,Group 1,0
84076,Group 1,0
84077,Group 2,0
84078,Group 3,0
84079,Group 1,1
84080,Group 2,0
84081,Group 2,2
84082,Group 1,0
84083,Group 1,0
84084,Group 1,0
84085,Group 1,0
84086,Group 2,0
84087,Group 1,0
84088,Group 1,0
84089,Group 2,0
84090,Group 2,0
84091,Group 2,3
84092,Group 1,0
84093,Group 1,1
84094,Group 1,2
84095,Group 3,3
84096,Group 1,0
84097,Group 2,2
84098,Group 1,1
84099,Group 1,0
84100,Group 1,0
84101,Group 2,0
84102,Group 1,2
84103,Group 2,0
84104,Group 1,0
84105,Group 3,0
84106,Group 1,0
84107,Group 1,0
84108,Group 1,0
84109,Group 1,0
84110,Group 4,0
84111,Group 2,2
84112,Group 1,0
84113,Group 2,0
84114,Group 3,0
84115,Group 2,0
84116,Group 2,0
84117,Group 1,0
84118,Group 3,0
84119,Group 1,0
84120,Group 1,0
84121,Group 1,1
84122,Group 1,0
84123,Group 4,0
84124,Group 3,0
84125,Group 1,0
84126,Group 2,1
84127,Group 2,1
84128,Group 1,1
84129,Group 1,0
84130,Group 1,0
84131,Group 1,0
84132,Group 2,0
84133,Group 3,0
84134,Group 2,0
84135,Group 1,0
84136,Group 1,0
84137,Group 1,0
84138,Group 1,0
84139,Group 4,0
84140,Group 3,0
84141,Group 1,0
84142,Group 4,0
84143,Group 2,0
84144,Group 1,2
84145,Group 2,1
84146,Group 2,0
84147,Group 1,0
84148,Group 2,0
84149,Group 2,0
84150,Group 1,2
84151,Group 2,0
84152,Group 1,1
84153,Group 2,0
84154,Group 2,1
84155,Group 1,0
84156,Group 1,2
84157,Group 2,0
84158,Group 1,0
84159,Group 1,0
84160,Group 2,0
84161,Group 1,0
84162,Group 2,1
84163,Group 2,0
84164,Group 4,0
84165,Group 4,0
84166,Group 3,3
84167,Group 1,1
84168,Group 1,0
84169,Group 1,0
84170,Group 1,0
84171,Group 2,0
84172,Group 3,0
84173,Group 2,0
84174,Group 3,0
84175,Group 1,0
84176,Group 2,0
84177,Group 1,0
84178,Group 4,0
84179,Group 1,0
84180,Group 1,0
84181,Group 1,0
84182,Group 2,1
84183,Group 1,0
84184,Group 4,0
84185,Group 1,2
84186,Group 1,0
84187,Group 1,1
84188,Group 1,0
84189,Group 1,0
84190,Group 2,0
84191,Group 1,0
84192,Group 2,0
84193,Group 1,0
84194,Group 1,0
84195,Group 3,0
84196,Group 4,0
84197,Group 1,0
84198,Group 1,0
84199,Group 4,0
84200,Group 1,0
84201,Group 1,0
84202,Group 1,0
84203,Group 2,1
84204,Group 1,3
84205,Group 2,0
84206,Group 1,0
84207,Group 2,1
84208,Group 1,0
84209,Group 2,0
84210,Group 4,0
84211,Group 3,3
84212,Group 1,0
84213,Group 1,0
84214,Group 4,0
84215,Group 3,0
84216,Group 2,0
84217,Group 4,0
84218,Group 2,0
84219,Group 2,1
84220,Group 1,0
84221,Group 2,0
84222,Group 1,0
84223,Group 1,0
84224,Group 1,0
84225,Group 1,3
84226,Group 1,0
84227,Group 1,0
84228,Group 3,0
84229,Group 1,0
84230,Group 2,0
84231,Group 2,0
84232,Group 1,1
84233,Group 1,0
84234,Group 2,0
84235,Group 2,0
84236,Group 2,0
84237,Group 2,0
84238,Group 1,0
84239,Group 2,0
84240,Group 1,0
84241,Group 1,0
84242,Group 4,0
84243,Group 2,0
84244,Group 1,0
84245,Group 1,0
84246,Group 4,0
84247,Group 1,0
84248,Group 1,0
84249,Group 1,0
84250,Group 1,0
84251,Group 4,0
84252,Group 1,0
84253,Group 3,0
84254,Group 1,0
84255,Group 1,0
84256,Group 1,0
84257,Group 1,0
84258,Group 1,0
84259,Group 4,0
84260,Group 2,0
84261,Group 1,1
84262,Group 2,0
84263,Group 1,0
84264,Group 1,0
84265,Group 1,0
84266,Group 1,0
84267,Group 1,0
84268,Group 2,0
84269,Group 2,0
84270,Group 2,0
84271,Group 3,0
84272,Group 2,0
84273,Group 1,0
84274,Group 4,0
84275,Group 2,0
84276,Group 1,1
84277,Group 3,0
84278,Group 1,3
84279,Group 1,0
84280,Group 2,0
84281,Group 1,0
84282,Group 1,0
84283,Group 2,3
84284,Group 1,0
84285,Group 2,1
84286,Group 1,2
84287,Group 1,2
84288,Group 1,0
84289,Group 1,3
84290,Group 1,0
84291,Group 1,0
84292,Group 2,1
84293,Group 2,0
84294,Group 2,0
84295,Group 1,0
84296,Group 1,0
84297,Group 1,0
84298,Group 2,1
84299,Group 3,0
84300,Group 2,0
84301,Group 1,0
84302,Group 2,1
84303,Group 2,0
84304,Group 1,0
84305,Group 1,0
84306,Group 4,0
84307,Group 1,0
84308,Group 2,0
84309,Group 1,0
84310,Group 1,0
84311,Group 3,0
84312,Group 2,0
84313,Group 1,3
84314,Group 1,0
84315,Group 1,0
84316,Group 2,0
84317,Group 2,0
84318,Group 1,0
84319,Group 1,0
84320,Group 1,0
84321,Group 1,0
84322,Group 2,0
84323,Group 1,0
84324,Group 3,0
84325,Group 1,0
84326,Group 1,0
84327,Group 2,0
84328,Group 2,0
84329,Group 1,1
84330,Group 2,0
84331,Group 1,0
84332,Group 1,0
84333,Group 1,0
84334,Group 2,0
84335,Group 1,3
84336,Group 2,1
84337,Group 1,0
84338,Group 4,0
84339,Group 2,0
84340,Group 1,0
84341,Group 1,0
84342,Group 2,1
84343,Group 4,0
84344,Group 4,0
84345,Group 1,0
84346,Group 1,0
84347,Group 2,0
84348,Group 3,0
84349,Group 3,0
84350,Group 3,0
84351,Group 2,0
84352,Group 1,0
84353,Group 1,0
84354,Group 3,2
84355,Group 1,2
84356,Group 4,0
84357,Group 1,0
84358,Group 1,0
84359,Group 1,0
84360,Group 4,3
84361,Group 3,0
84362,Group 2,3
84363,Group 1,0
84364,Group 1,0
84365,Group 3,2
84366,Group 3,0
84367,Group 4,0
84368,Group 1,0
84369,Group 2,0
84370,Group 1,0
84371,Group 1,0
84372,Group 2,0
84373,Group 1,0
84374,Group 1,0
84375,Group 1,0
84376,Group 2,3
84377,Group 1,0
84378,Group 2,3
84379,Group 1,0
84380,Group 2,0
84381,Group 2,0
84382,Group 2,3
84383,Group 2,2
84384,Group 1,0
84385,Group 1,0
84386,Group 1,0
84387,Group 1,3
84388,Group 1,2
84389,Group 1,0
84390,Group 2,0
84391,Group 2,0
84392,Group 1,0
84393,Group 2,0
84394,Group 3,0
84395,Group 4,0
84396,Group 3,3
84397,Group 2,0
84398,Group 1,0
84399,Group 2,0
84400,Group 1,0
84401,Group 1,0
84402,Group 1,0
84403,Group 2,0
84404,Group 2,0
84405,Group 2,0
84406,Group 1,0
84407,Group 2,0
84408,Group 4,0
84409,Group 1,3
84410,Group 2,0
84411,Group 2,0
84412,Group 1,0
84413,Group 1,0
84414,Group 1,3
84415,Group 1,0
84416,Group 2,0
84417,Group 3,0
84418,Group 3,0
84419,Group 1,1
84420,Group 1,0
84421,Group 2,0
84422,Group 2,0
84423,Group 2,0
84424,Group 2,0
84425,Group 2,0
84426,Group 1,0
84427,Group 2,1
84428,Group 3,0
84429,Group 1,0
84430,Group 2,0
84431,Group 1,0
84432,Group 2,3
84433,Group 1,0
84434,Group 1,0
84435,Group 2,0
84436,Group 1,1
84437,Group 2,0
84438,Group 1,1
84439,Group 2,0
84440,Group 2,0
84441,Group 1,2
84442,Group 1,0
84443,Group 2,1
84444,Group 1,0
84445,Group 1,0
84446,Group 1,1
84447,Group 2,0
84448,Group 1,0
84449,Group 1,0
84450,Group 1,3
84451,Group 1,0
84452,Group 1,0
84453,Group 1,2
84454,Group 2,0
84455,Group 4,0
84456,Group 1,1
84457,Group 1,1
84458,Group 2,3
84459,Group 1,2
84460,Group 1,0
84461,Group 1,2
84462,Group 2,0
84463,Group 4,0
84464,Group 1,0
84465,Group 2,0
84466,Group 1,0
84467,Group 1,0
84468,Group 2,0
84469,Group 1,0
84470,Group 2,0
84471,Group 3,1
84472,Group 1,0
84473,Group 1,0
84474,Group 4,0
84475,Group 1,0
84476,Group 1,1
84477,Group 1,0
84478,Group 1,1
84479,Group 1,0
84480,Group 3,0
84481,Group 1,0
84482,Group 2,0
84483,Group 1,0
84484,Group 1,0
84485,Group 1,1
84486,Group 1,0
84487,Group 2,0
84488,Group 2,0
84489,Group 2,0
84490,Group 3,0
84491,Group 1,0
84492,Group 1,0
84493,Group 2,0
84494,Group 2,0
84495,Group 1,0
84496,Group 1,3
84497,Group 2,0
84498,Group 2,1
84499,Group 3,0
84500,Group 1,0
84501,Group 1,0
84502,Group 1,0
84503,Group 1,2
84504,Group 4,0
84505,Group 1,1
84506,Group 1,1
84507,Group 2,2
84508,Group 1,0
84509,Group 1,0
84510,Group 1,0
84511,Group 1,0
84512,Group 1,2
84513,Group 2,0
84514,Group 1,3
84515,Group 1,1
84516,Group 1,0
84517,Group 1,1
84518,Group 1,0
84519,Group 1,0
84520,Group 4,0
84521,Group 1,0
84522,Group 1,0
84523,Group 2,0
84524,Group 1,0
84525,Group 1,1
84526,Group 1,1
84527,Group 1,0
84528,Group 2,0
84529,Group 1,0
84530,Group 1,2
84531,Group 1,1
84532,Group 1,0
84533,Group 1,0
84534,Group 2,0
84535,Group 1,3
84536,Group 2,0
84537,Group 1,0
84538,Group 2,0
84539,Group 2,0
84540,Group 1,0
84541,Group 1,0
84542,Group 2,0
84543,Group 2,0
84544,Group 1,0
84545,Group 4,0
84546,Group 1,0
84547,Group 3,0
84548,Group 1,3
84549,Group 1,0
84550,Group 2,0
84551,Group 1,2
84552,Group 3,0
84553,Group 1,0
84554,Group 1,2
84555,Group 1,0
84556,Group 2,2
84557,Group 1,0
84558,Group 3,0
84559,Group 1,0
84560,Group 1,3
84561,Group 1,0
84562,Group 1,0
84563,Group 1,0
84564,Group 1,0
84565,Group 2,0
84566,Group 1,0
84567,Group 1,0
84568,Group 2,0
84569,Group 1,0
84570,Group 4,0
84571,Group 1,0
84572,Group 2,1
84573,Group 1,2
84574,Group 1,0
84575,Group 1,0
84576,Group 2,0
84577,Group 2,0
84578,Group 1,1
84579,Group 3,0
84580,Group 2,0
84581,Group 2,0
84582,Group 2,0
84583,Group 1,3
84584,Group 3,0
84585,Group 2,0
84586,Group 4,3
84587,Group 1,0
84588,Group 1,0
84589,Group 1,0
84590,Group 1,0
84591,Group 1,1
84592,Group 1,0
84593,Group 2,3
84594,Group 1,1
84595,Group 4,0
84596,Group 2,0
84597,Group 1,0
84598,Group 3,0
84599,Group 1,0
84600,Group 4,0
84601,Group 2,0
84602,Group 1,0
84603,Group 3,0
84604,Group 2,0
84605,Group 3,0
84606,Group 3,3
84607,Group 2,0
84608,Group 1,0
84609,Group 1,1
84610,Group 3,0
84611,Group 4,0
84612,Group 2,0
84613,Group 4,0
84614,Group 2,0
84615,Group 1,0
84616,Group 1,0
84617,Group 1,0
84618,Group 1,1
84619,Group 1,0
84620,Group 2,0
84621,Group 1,1
84622,Group 2,0
84623,Group 4,0
84624,Group 3,0
84625,Group 1,1
84626,Group 1,0
84627,Group 1,0
84628,Group 4,0
84629,Group 1,0
84630,Group 4,0
84631,Group 4,0
84632,Group 4,0
84633,Group 2,2
84634,Group 4,0
84635,Group 1,0
84636,Group 1,0
84637,Group 3,0
84638,Group 1,1
84639,Group 2,0
84640,Group 1,0
84641,Group 1,0
84642,Group 4,0
84643,Group 1,2
84644,Group 1,0
84645,Group 1,0
84646,Group 3,0
84647,Group 2,0
84648,Group 1,1
84649,Group 4,0
84650,Group 2,1
84651,Group 1,1
84652,Group 4,3
84653,Group 1,0
84654,Group 4,0
84655,Group 1,1
84656,Group 1,0
84657,Group 1,0
84658,Group 3,3
84659,Group 1,0
84660,Group 2,0
84661,Group 4,0
84662,Group 3,0
84663,Group 1,0
84664,Group 1,1
84665,Group 1,1
84666,Group 1,0
84667,Group 3,0
84668,Group 2,0
84669,Group 1,1
84670,Group 4,0
84671,Group 3,3
84672,Group 1,1
84673,Group 1,0
84674,Group 4,0
84675,Group 1,0
84676,Group 1,0
84677,Group 1,0
84678,Group 1,0
84679,Group 2,0
84680,Group 4,3
84681,Group 1,2
84682,Group 1,0
84683,Group 3,0
84684,Group 1,0
84685,Group 4,0
84686,Group 4,0
84687,Group 1,0
84688,Group 1,0
84689,Group 1,0
84690,Group 2,0
84691,Group 1,0
84692,Group 2,0
84693,Group 2,2
84694,Group 2,0
84695,Group 3,0
84696,Group 2,1
84697,Group 1,0
84698,Group 3,0
84699,Group 1,1
84700,Group 1,0
84701,Group 1,0
84702,Group 4,0
84703,Group 2,0
84704,Group 1,2
84705,Group 3,0
84706,Group 2,0
84707,Group 1,0
84708,Group 1,0
84709,Group 2,0
84710,Group 2,1
84711,Group 1,0
84712,Group 1,3
84713,Group 2,0
84714,Group 2,0
84715,Group 1,0
84716,Group 1,0
84717,Group 2,0
84718,Group 3,0
84719,Group 2,0
84720,Group 1,0
84721,Group 3,0
84722,Group 2,0
84723,Group 3,0
84724,Group 1,2
84725,Group 1,0
84726,Group 4,3
84727,Group 1,0
84728,Group 1,1
84729,Group 1,0
84730,Group 1,1
84731,Group 2,0
84732,Group 1,0
84733,Group 1,0
84734,Group 1,0
84735,Group 1,0
84736,Group 1,0
84737,Group 1,0
84738,Group 1,0
84739,Group 1,0
84740,Group 1,0
84741,Group 2,0
84742,Group 1,0
84743,Group 3,0
84744,Group 2,0
84745,Group 4,0
84746,Group 1,0
84747,Group 3,0
84748,Group 2,0
84749,Group 1,0
84750,Group 2,0
84751,Group 1,0
84752,Group 3,3
84753,Group 3,0
84754,Group 1,0
84755,Group 2,1
84756,Group 1,2
84757,Group 1,0
84758,Group 1,0
84759,Group 1,0
84760,Group 1,0
84761,Group 1,0
84762,Group 1,0
84763,Group 4,0
84764,Group 1,0
84765,Group 2,0
84766,Group 1,0
84767,Group 1,1
84768,Group 1,0
84769,Group 1,0
84770,Group 2,0
84771,Group 1,0
84772,Group 1,2
84773,Group 1,0
84774,Group 3,0
84775,Group 1,0
84776,Group 1,0
84777,Group 2,0
84778,Group 1,0
84779,Group 1,0
84780,Group 1,0
84781,Group 1,0
84782,Group 1,0
84783,Group 1,0
84784,Group 1,1
84785,Group 4,0
84786,Group 1,0
84787,Group 1,0
84788,Group 1,0
84789,Group 1,0
84790,Group 3,0
84791,Group 1,0
84792,Group 1,0
84793,Group 1,0
84794,Group 2,0
84795,Group 2,0
84796,Group 2,1
84797,Group 1,0
84798,Group 1,0
84799,Group 2,3
84800,Group 2,0
84801,Group 1,0
84802,Group 2,0
84803,Group 3,0
84804,Group 1,2
84805,Group 4,0
84806,Group 1,0
84807,Group 2,0
84808,Group 1,0
84809,Group 4,0
84810,Group 1,0
84811,Group 1,2
84812,Group 2,0
84813,Group 2,0
84814,Group 4,0
84815,Group 1,3
84816,Group 4,0
84817,Group 1,0
84818,Group 1,2
84819,Group 1,0
84820,Group 2,0
84821,Group 1,0
84822,Group 1,1
84823,Group 1,1
84824,Group 2,0
84825,Group 1,0
84826,Group 1,0
84827,Group 2,0
84828,Group 1,0
84829,Group 3,0
84830,Group 1,0
84831,Group 1,0
84832,Group 1,0
84833,Group 1,0
84834,Group 1,0
84835,Group 1,0
84836,Group 2,0
84837,Group 1,0
84838,Group 4,0
84839,Group 2,2
84840,Group 2,0
84841,Group 1,1
84842,Group 1,0
84843,Group 4,0
84844,Group 1,0
84845,Group 1,1
84846,Group 1,0
84847,Group 4,0
84848,Group 1,2
84849,Group 1,0
84850,Group 1,1
84851,Group 4,3
84852,Group 1,3
84853,Group 1,2
84854,Group 1,0
84855,Group 2,0
84856,Group 1,0
84857,Group 2,0
84858,Group 3,0
84859,Group 1,0
84860,Group 1,0
84861,Group 1,0
84862,Group 1,0
84863,Group 3,0
84864,Group 2,1
84865,Group 1,2
84866,Group 1,3
84867,Group 3,3
84868,Group 3,0
84869,Group 4,0
84870,Group 1,3
84871,Group 2,2
84872,Group 2,0
84873,Group 1,1
84874,Group 1,0
84875,Group 2,0
84876,Group 2,0
84877,Group 1,0
84878,Group 2,0
84879,Group 2,0
84880,Group 1,0
84881,Group 1,0
84882,Group 2,0
84883,Group 4,0
84884,Group 1,2
84885,Group 1,1
84886,Group 1,0
84887,Group 1,2
84888,Group 1,0
84889,Group 2,0
84890,Group 1,0
84891,Group 2,0
84892,Group 1,0
84893,Group 3,3
84894,Group 1,3
84895,Group 1,0
84896,Group 3,0
84897,Group 1,2
84898,Group 2,0
84899,Group 2,0
84900,Group 4,0
84901,Group 2,0
84902,Group 1,1
84903,Group 1,0
84904,Group 1,0
84905,Group 4,0
84906,Group 1,0
84907,Group 2,0
84908,Group 1,2
84909,Group 3,0
84910,Group 1,0
84911,Group 1,0
84912,Group 2,0
84913,Group 4,0
84914,Group 2,0
84915,Group 1,0
84916,Group 4,0
84917,Group 1,0
84918,Group 1,0
84919,Group 2,3
84920,Group 1,2
84921,Group 2,0
84922,Group 2,1
84923,Group 1,0
84924,Group 4,0
84925,Group 1,0
84926,Group 1,0
84927,Group 1,0
84928,Group 1,0
84929,Group 3,0
84930,Group 3,0
84931,Group 1,1
84932,Group 2,0
84933,Group 1,0
84934,Group 2,0
84935,Group 1,0
84936,Group 2,0
84937,Group 2,0
84938,Group 1,0
84939,Group 4,0
84940,Group 1,1
84941,Group 1,0
84942,Group 3,0
84943,Group 2,0
84944,Group 1,0
84945,Group 1,0
84946,Group 2,0
84947,Group 1,0
84948,Group 1,0
84949,Group 1,0
84950,Group 4,0
84951,Group 1,0
84952,Group 1,0
84953,Group 3,0
84954,Group 2,0
84955,Group 1,2
84956,Group 1,0
84957,Group 1,1
84958,Group 1,0
84959,Group 1,0
84960,Group 2,0
84961,Group 1,1
84962,Group 1,0
84963,Group 1,0
84964,Group 1,1
84965,Group 3,0
84966,Group 3,0
84967,Group 1,0
84968,Group 2,0
84969,Group 1,0
84970,Group 1,0
84971,Group 4,0
84972,Group 1,0
84973,Group 1,0
84974,Group 3,0
84975,Group 1,0
84976,Group 1,0
84977,Group 3,0
84978,Group 4,0
84979,Group 1,0
84980,Group 3,0
84981,Group 3,0
84982,Group 1,2
84983,Group 1,1
84984,Group 3,0
84985,Group 2,0
84986,Group 3,0
84987,Group 1,0
84988,Group 2,1
84989,Group 2,0
84990,Group 2,1
84991,Group 4,0
84992,Group 1,2
84993,Group 1,0
84994,Group 3,0
84995,Group 1,1
84996,Group 1,0
84997,Group 1,2
84998,Group 1,0
84999,Group 2,1
85000,Group 1,0
85001,Group 1,1
85002,Group 2,0
85003,Group 3,0
85004,Group 1,3
85005,Group 4,0
85006,Group 1,0
85007,Group 2,0
85008,Group 2,0
85009,Group 1,0
85010,Group 2,0
85011,Group 2,0
85012,Group 1,0
85013,Group 2,1
85014,Group 1,0
85015,Group 2,3
85016,Group 4,0
85017,Group 1,0
85018,Group 1,1
85019,Group 1,2
85020,Group 2,0
85021,Group 2,0
85022,Group 1,0
85023,Group 1,3
85024,Group 1,0
85025,Group 2,0
85026,Group 2,0
85027,Group 1,1
85028,Group 1,0
85029,Group 3,0
85030,Group 1,0
85031,Group 4,0
85032,Group 1,0
85033,Group 4,0
85034,Group 4,0
85035,Group 1,0
85036,Group 1,0
85037,Group 2,0
85038,Group 2,1
85039,Group 1,0
85040,Group 1,1
85041,Group 1,0
85042,Group 3,0
85043,Group 2,0
85044,Group 1,0
85045,Group 1,0
85046,Group 4,0
85047,Group 2,0
85048,Group 1,0
85049,Group 1,0
85050,Group 2,3
85051,Group 2,2
85052,Group 4,0
85053,Group 1,0
85054,Group 4,0
85055,Group 2,0
85056,Group 1,0
85057,Group 1,0
85058,Group 1,1
85059,Group 3,0
85060,Group 2,0
85061,Group 2,0
85062,Group 2,1
85063,Group 1,0
85064,Group 1,1
85065,Group 1,0
85066,Group 3,0
85067,Group 3,0
85068,Group 1,0
85069,Group 1,0
85070,Group 1,0
85071,Group 4,0
85072,Group 4,0
85073,Group 1,1
85074,Group 3,3
85075,Group 1,1
85076,Group 3,0
85077,Group 1,0
85078,Group 2,0
85079,Group 1,0
85080,Group 1,0
85081,Group 1,0
85082,Group 3,0
85083,Group 4,0
85084,Group 4,0
85085,Group 1,0
85086,Group 3,0
85087,Group 4,0
85088,Group 2,0
85089,Group 1,0
85090,Group 1,0
85091,Group 1,3
85092,Group 2,0
85093,Group 1,0
85094,Group 2,2
85095,Group 1,0
85096,Group 1,0
85097,Group 1,1
85098,Group 1,0
85099,Group 3,0
85100,Group 1,0
85101,Group 2,0
85102,Group 1,0
85103,Group 2,0
85104,Group 1,0
85105,Group 1,0
85106,Group 2,1
85107,Group 2,0
85108,Group 2,0
85109,Group 1,0
85110,Group 1,1
85111,Group 1,0
85112,Group 1,0
85113,Group 2,0
85114,Group 1,2
85115,Group 1,2
85116,Group 4,0
85117,Group 2,2
85118,Group 2,3
85119,Group 1,0
85120,Group 2,2
85121,Group 1,0
85122,Group 4,0
85123,Group 1,2
85124,Group 1,2
85125,Group 3,0
85126,Group 1,0
85127,Group 1,0
85128,Group 1,0
85129,Group 3,0
85130,Group 2,3
85131,Group 2,0
85132,Group 1,0
85133,Group 1,0
85134,Group 1,0
85135,Group 1,0
85136,Group 4,0
85137,Group 3,0
85138,Group 1,0
85139,Group 4,0
85140,Group 1,2
85141,Group 1,0
85142,Group 1,0
85143,Group 2,0
85144,Group 3,3
85145,Group 1,0
85146,Group 2,0
85147,Group 1,1
85148,Group 2,2
85149,Group 1,0
85150,Group 2,0
85151,Group 2,0
85152,Group 4,0
85153,Group 1,0
85154,Group 1,0
85155,Group 1,0
85156,Group 1,0
85157,Group 1,0
85158,Group 1,0
85159,Group 1,0
85160,Group 2,0
85161,Group 2,0
85162,Group 3,0
85163,Group 3,0
85164,Group 2,0
85165,Group 3,0
85166,Group 4,0
85167,Group 1,0
85168,Group 2,0
85169,Group 1,0
85170,Group 1,0
85171,Group 1,0
85172,Group 4,0
85173,Group 1,0
85174,Group 1,0
85175,Group 2,3
85176,Group 1,0
85177,Group 3,0
85178,Group 1,0
85179,Group 2,0
85180,Group 2,0
85181,Group 1,0
85182,Group 1,1
85183,Group 2,0
85184,Group 1,2
85185,Group 1,0
85186,Group 3,0
85187,Group 4,0
85188,Group 1,0
85189,Group 1,0
85190,Group 1,0
85191,Group 1,0
85192,Group 3,2
85193,Group 1,0
85194,Group 1,0
85195,Group 1,0
85196,Group 2,1
85197,Group 4,0
85198,Group 3,3
85199,Group 1,0
85200,Group 2,0
85201,Group 1,0
85202,Group 1,0
85203,Group 1,0
85204,Group 1,0
85205,Group 2,0
85206,Group 2,0
85207,Group 1,0
85208,Group 1,0
85209,Group 1,0
85210,Group 2,3
85211,Group 1,1
85212,Group 1,2
85213,Group 1,3
85214,Group 1,0
85215,Group 1,1
85216,Group 4,0
85217,Group 1,0
85218,Group 4,0
85219,Group 4,0
85220,Group 2,0
85221,Group 1,1
85222,Group 1,0
85223,Group 1,0
85224,Group 1,0
85225,Group 1,0
85226,Group 1,1
85227,Group 4,3
85228,Group 1,1
85229,Group 1,2
85230,Group 1,2
85231,Group 2,0
85232,Group 3,0
85233,Group 1,0
85234,Group 1,0
85235,Group 1,0
85236,Group 1,0
85237,Group 1,0
85238,Group 1,0
85239,Group 2,0
85240,Group 1,0
85241,Group 4,0
85242,Group 1,0
85243,Group 3,0
85244,Group 1,0
85245,Group 4,0
85246,Group 2,0
85247,Group 1,0
85248,Group 1,0
85249,Group 2,0
85250,Group 1,0
85251,Group 2,3
85252,Group 3,0
85253,Group 1,0
85254,Group 3,0
85255,Group 2,0
85256,Group 1,0
85257,Group 1,3
85258,Group 1,1
85259,Group 1,0
85260,Group 2,1
85261,Group 2,2
85262,Group 1,0
85263,Group 1,0
85264,Group 1,0
85265,Group 1,0
85266,Group 2,0
85267,Group 2,0
85268,Group 1,0
85269,Group 1,0
85270,Group 4,0
85271,Group 2,0
85272,Group 1,0
85273,Group 1,0
85274,Group 1,0
85275,Group 1,0
85276,Group 2,0
85277,Group 1,1
85278,Group 1,0
85279,Group 2,2
85280,Group 1,0
85281,Group 2,0
85282,Group 1,0
85283,Group 1,0
85284,Group 1,0
85285,Group 1,0
85286,Group 1,0
85287,Group 2,1
85288,Group 1,0
85289,Group 2,2
85290,Group 4,0
85291,Group 2,0
85292,Group 2,2
85293,Group 1,0
85294,Group 1,0
85295,Group 1,0
85296,Group 4,0
85297,Group 2,0
85298,Group 1,0
85299,Group 1,0
85300,Group 4,0
85301,Group 3,0
85302,Group 1,3
85303,Group 1,0
85304,Group 2,0
85305,Group 2,0
85306,Group 1,0
85307,Group 2,0
85308,Group 2,0
85309,Group 4,0
85310,Group 1,0
85311,Group 1,2
85312,Group 1,0
85313,Group 2,0
85314,Group 2,0
85315,Group 4,0
85316,Group 1,1
85317,Group 2,3
85318,Group 2,0
85319,Group 2,0
85320,Group 2,0
85321,Group 1,0
85322,Group 1,0
85323,Group 2,0
85324,Group 1,2
85325,Group 1,0
85326,Group 1,1
85327,Group 2,0
85328,Group 1,0
85329,Group 1,0
85330,Group 1,1
85331,Group 4,0
85332,Group 1,0
85333,Group 4,0
85334,Group 1,2
85335,Group 2,0
85336,Group 2,3
85337,Group 1,0
85338,Group 2,1
85339,Group 2,0
85340,Group 3,0
85341,Group 3,0
85342,Group 3,0
85343,Group 4,0
85344,Group 1,0
85345,Group 1,0
85346,Group 1,0
85347,Group 1,0
85348,Group 1,0
85349,Group 1,0
85350,Group 2,0
85351,Group 1,0
85352,Group 1,0
85353,Group 2,0
85354,Group 2,0
85355,Group 1,0
85356,Group 1,2
85357,Group 2,2
85358,Group 3,3
85359,Group 2,0
85360,Group 1,0
85361,Group 2,0
85362,Group 2,0
85363,Group 2,0
85364,Group 1,0
85365,Group 1,0
85366,Group 1,0
85367,Group 4,0
85368,Group 1,2
85369,Group 3,0
85370,Group 1,0
85371,Group 1,0
85372,Group 1,2
85373,Group 1,0
85374,Group 1,3
85375,Group 3,0
85376,Group 2,3
85377,Group 1,0
85378,Group 1,0
85379,Group 1,0
85380,Group 1,0
85381,Group 2,0
85382,Group 1,2
85383,Group 1,0
85384,Group 3,0
85385,Group 1,0
85386,Group 1,0
85387,Group 2,0
85388,Group 1,0
85389,Group 4,0
85390,Group 2,0
85391,Group 1,0
85392,Group 2,0
85393,Group 1,0
85394,Group 1,0
85395,Group 2,0
85396,Group 3,0
85397,Group 1,0
85398,Group 1,0
85399,Group 2,0
85400,Group 3,0
85401,Group 1,1
85402,Group 1,2
85403,Group 1,3
85404,Group 1,0
85405,Group 2,0
85406,Group 1,0
85407,Group 3,3
85408,Group 2,0
85409,Group 1,0
85410,Group 3,3
85411,Group 1,0
85412,Group 1,0
